"is_interactive","number_of_scripts","number_of_completed_tutorials","author_name","join_date","features","activedays","receivedpositivereviews","subscribers","score"
"1","15","3","User35223","2013-08-26 08:40:05","18","7","0","0","17"
"1","15","5","kiwimartinez134 .","2013-08-16 00:22:22","53","2","1","0","17"
"1","15","5","User457915","2013-08-12 20:41:55","50","4","0","0","18"
"1","15","5","emppupeppu","2013-07-10 17:01:46","45","7","0","0","20"
"1","15","1","AlfredTwo","2012-02-08 18:58:21","65","81","1","0","33"
"1","15","5","User00328","2013-06-13 07:13:44","8","1","0","0","9"
"1","15","5","Darrell Klar - Upskilled","2013-05-03 13:56:24","17","12","0","0","20"
"1","15","3","eyeamking","2011-10-06 21:59:48","18","13","0","0","20"
"1","15","5","User946591","2013-05-24 04:57:10","18","2","0","0","12"
"1","15","3","suurlemoen","2013-03-04 00:09:22","70","45","0","0","29"
"1","15","3","Lytvynova&2Tebenko","2012-10-24 22:33:57","86","60","11","0","42"
"1","14","2","Gordon McGirr","2013-08-28 14:46:01","68","12","1","0","26"
"1","14","2","Peccadillo","2013-11-09 17:51:08","69","5","2","0","22"
"1","14","2","Joseph Choe","2013-10-21 22:52:14","61","19","0","0","25"
"1","14","2","RaymanRush Ryan","2013-10-04 18:20:14","62","14","0","0","25"
"1","14","6","Ron Pence","2013-10-23 14:46:04","14","7","0","0","17"
"1","14","6","Karan Ganesan","2013-05-14 07:58:05","10","6","0","0","16"
"1","14","6","Xyra Zeta","2013-09-09 17:36:08","10","8","0","0","18"
"1","14","6","Oliver Plunkett","2013-09-18 16:21:22","8","2","0","0","10"
"1","14","6","ak47indus","2013-09-10 11:10:49","8","2","0","0","10"
"1","14","2","claudia pharr","2013-06-24 20:46:05","64","16","0","0","25"
"1","14","2","Justin Kenney","2013-06-24 20:52:39","49","12","0","0","23"
"1","14","2","spacemilz spacemilz","2013-06-25 20:06:06","32","11","0","0","22"
"1","14","2","motherofmany_kevin","2013-06-22 19:46:44","35","12","0","0","22"
"1","14","2","Camille Got Game","2013-06-26 01:42:05","2","4","0","0","6"
"1","14","6","User88209","2013-06-04 20:24:05","17","4","0","0","14"
"1","14","2","christian cisneros","2013-03-22 16:33:01","81","21","0","0","28"
"1","14","2","DaveHelps","2011-11-19 03:59:43","112","83","1","1","39"
"1","14","6","User96131","2013-06-04 19:41:01","23","4","0","0","15"
"1","14","6","Kaito Suzuki","2013-06-04 19:38:32","7","3","0","0","10"
"1","14","6","Dexter Dengler","2013-06-04 19:08:01","11","2","0","0","12"
"1","14","6","Anthony Armata","2013-06-04 20:21:39","16","6","0","0","16"
"1","14","2","User249516","2013-04-18 19:30:54","31","11","2","0","24"
"1","14","7","User7359639","2013-03-30 16:52:00","16","1","0","0","11"
"1","14","1","User12344","2012-10-29 21:38:21","70","17","0","0","26"
"1","14","2","Lime Green V","2012-06-28 12:16:45","274","114","4","0","60"
"1","14","2","User38333","2012-10-26 17:12:23","83","29","3","0","31"
"1","14","1","Ankit Mittal","2012-12-05 05:39:34","43","3","0","0","16"
"1","14","2","Red Jets Pro","2012-07-30 20:34:47","192","58","4","0","46"
"1","13","1","Mihai Codoban","2013-10-06 21:10:21","66","20","2","0","28"
"1","13","1","YossiStarz","2011-12-03 09:42:48","240","121","7","2","63"
"1","13","1","User014568","2013-06-26 09:22:14","37","2","0","0","14"
"1","13","1","Pmackari","2012-04-03 17:13:08","77","38","3","1","32"
"1","12","2","nguyeale001","2013-11-20 20:42:51","67","2","0","0","17"
"1","12","1","Elliot Zhao","2013-09-04 22:08:14","114","28","1","0","32"
"1","12","2","Jordan Prado","2013-10-04 18:19:40","64","8","0","0","23"
"1","12","2","mehansen","2013-10-08 17:09:30","84","17","0","0","27"
"1","12","3","Arjrox in Da House","2013-10-15 15:52:26","75","8","0","0","24"
"1","12","3","Erin Millar","2013-11-12 15:25:22","60","2","1","0","18"
"1","12","3","Lynn Ferguson","2013-11-18 00:15:00","51","2","1","0","17"
"1","12","2","akrupp19","2013-10-28 14:02:58","105","14","0","0","29"
"1","12","3","JJ Harrison-Eason","2013-09-27 12:39:48","71","5","1","0","22"
"1","12","6","Andrew Fitzpatrick","2013-01-18 09:42:46","17","24","0","0","21"
"1","12","2","ramiro bustos","2013-09-27 17:44:08","46","15","0","0","23"
"1","12","3","LunarToje","2013-11-10 05:23:41","54","3","0","0","17"
"1","12","3","themeltedcrayon","2013-10-01 23:43:02","66","22","0","0","26"
"1","12","2","Mustafa Demir","2013-11-09 16:16:02","63","1","1","0","17"
"1","12","3","Milad Amin","2013-09-11 11:49:56","59","7","0","0","21"
"1","12","2","rosa malik","2013-09-10 17:22:04","54","26","0","0","25"
"1","12","3","User74370","2013-11-03 09:05:05","50","3","0","0","17"
"1","12","2","Kyle Castle","2013-10-04 18:19:31","84","8","0","0","25"
"1","12","2","Guy Morales Sexton","2013-10-04 18:19:27","70","10","0","0","26"
"1","12","4","Lindsay McIntyre","2013-10-30 00:21:14","54","3","0","0","17"
"1","12","6","Derick Valles","2013-10-29 14:42:18","10","3","0","0","13"
"1","12","3","Ryan Salter","2013-09-30 08:10:50","56","7","1","0","22"
"1","12","3","User22660","2013-10-19 15:23:11","67","24","0","0","26"
"1","12","3","QUANTUM PRODUCTIONS ","2013-10-11 22:05:44","32","10","0","0","22"
"1","12","6","Blair Henderson","2013-10-18 22:24:46","22","1","0","0","12"
"1","12","3","liliana delarosa","2013-10-18 22:27:05","24","1","0","0","12"
"1","12","6","juliana cruz","2013-10-18 19:40:36","28","1","0","0","12"
"1","12","3","User938677","2013-10-08 14:56:42","54","4","0","0","18"
"1","12","2","Eugene Moturnak","2012-10-26 10:05:13","187","54","20","0","52"
"1","12","3","User315971","2013-09-11 10:17:05","48","14","0","0","23"
"1","12","4","User441003","2013-09-19 09:30:46","28","2","0","0","13"
"1","12","3","Sam Thompson","2013-09-11 09:59:13","24","9","0","0","20"
"1","12","6","User984082","2013-09-11 11:49:47","22","5","0","0","16"
"1","12","2","BrianThor","2012-09-11 06:34:41","330","55","19","0","66"
"1","12","6","User08750","2013-08-17 02:54:17","10","1","0","0","11"
"1","12","3","janelle lynch","2013-08-15 18:31:07","51","2","0","0","16"
"1","12","2","Nikhil Malhotra","2013-07-01 06:22:26","33","2","0","0","14"
"1","12","3","KiwiGeek","2013-06-18 17:58:22","47","3","0","0","16"
"1","12","3","Ira Aquino","2013-06-04 20:18:32","13","4","0","0","14"
"1","12","6","Liam Jaffe","2013-06-04 18:00:15","36","3","0","0","15"
"1","12","4","Ady B1381","2013-06-03 21:33:00","36","4","0","0","16"
"1","12","4","Savita Wilson","2013-05-21 06:43:49","20","6","0","0","17"
"1","12","2","chale Williams","2013-03-21 18:24:41","5","9","0","0","14"
"1","12","2","User10819","2011-12-15 15:48:17","20","7","0","0","18"
"1","12","3","meesterBram","2012-10-25 15:53:03","58","15","0","0","24"
"1","12","2","Jimmy Edwards","2012-10-25 08:37:10","66","8","0","0","23"
"1","12","2","Mikael Bondestam","2012-10-25 16:42:59","89","22","0","0","28"
"1","12","2","User82260","2012-04-29 11:53:07","7","4","3","0","14"
"1","12","4","KELLIE MAUREEN KEARNEY","2013-11-22 05:45:45","31","3","0","0","15"
"1","11","1","JenniferMarsman","2013-01-31 08:24:19","56","23","2","1","28"
"1","11","1","PCCoder1000","2013-05-25 05:38:24","44","15","2","1","26"
"1","11","1","DL6DBN/AA9KJ","2013-02-15 09:52:00","87","54","0","0","31"
"1","11","1","Jagan_Ninja","2013-02-02 01:54:40","95","31","2","0","32"
"1","11","1","goosefish","2012-11-28 10:03:29","61","9","0","0","24"
"1","10","1","Ashley_lauu","2013-10-21 19:13:21","81","21","1","0","29"
"1","10","2","BLDevelop","2013-09-28 23:23:42","76","29","0","0","27"
"1","10","2","Junjie Lin","2013-11-20 15:31:33","64","1","0","0","16"
"1","10","2","Jacob Wilkins","2013-10-16 14:53:31","77","9","0","0","25"
"1","10","5","Alexia Bergman","2013-11-06 12:50:34","27","3","0","0","14"
"1","10","2","alstrong","2013-10-03 08:11:47","94","43","2","0","33"
"1","10","2","Will_Singleton","2013-11-07 18:09:32","45","8","0","0","21"
"1","10","5","User357231","2013-11-15 17:37:10","14","1","0","0","11"
"1","10","2","Jason Lowe","2013-10-22 01:12:18","69","23","0","1","27"
"1","10","2","Kevin Bloom","2013-10-21 23:03:15","45","14","0","0","23"
"1","10","5","Robert Bubba Billings Jr.","2013-10-29 16:18:05","13","4","0","0","14"
"1","10","2","Sophiah Vo","2013-09-09 17:39:33","44","29","0","0","24"
"1","10","2","ImTheOtherHat","2013-09-04 18:32:30","60","20","0","1","27"
"1","10","2","JenLyn2427","2013-10-30 00:21:57","55","2","0","0","16"
"1","10","5","Christina Mueller","2013-10-30 00:20:47","37","3","0","0","15"
"1","10","5","Brittany Downing","2013-10-30 00:19:56","41","7","0","0","20"
"1","10","5","User717270","2013-10-16 23:42:03","18","9","0","0","19"
"1","10","2","TeneTheDragon","2013-08-27 16:45:18","104","22","1","0","31"
"1","10","2","zolviz keilani","2013-06-24 20:28:21","19","9","0","0","19"
"1","10","5","Jun Wang7","2013-10-19 22:13:16","37","1","0","0","13"
"1","10","5","Erin Noh12","2013-10-19 22:10:52","35","1","0","0","13"
"1","10","5","CaLViN LeE","2013-10-19 22:11:53","28","2","0","0","13"
"1","10","2","Calvin Brown","2013-10-19 19:14:54","37","2","0","0","14"
"1","10","5","Lizeth Jimenez","2013-10-18 19:29:56","36","1","1","0","14"
"1","10","5","Carolina Oliden","2013-10-18 19:28:22","32","1","0","0","13"
"1","10","5","Chris Mann","2013-09-16 18:19:34","9","4","0","0","13"
"1","10","5","DylanD581","2013-09-22 14:07:22","22","5","0","0","16"
"1","10","2","Jomar Horario","2013-09-09 17:38:58","20","16","1","0","22"
"1","10","5","Paras Mehta","2013-09-20 19:20:15","11","3","0","0","13"
"1","10","5","toby lane","2013-09-22 16:56:48","10","2","0","0","12"
"1","10","5","Sean Suitters","2013-09-11 09:55:10","6","6","0","0","12"
"1","10","2","User166881","2012-01-29 17:57:43","48","160","1","0","39"
"1","10","2","xenon zhang","2013-07-21 14:58:17","67","25","3","1","30"
"1","10","5","Marissa Flores","2013-08-15 22:53:03","30","3","0","0","15"
"1","10","5","Olivia Hamrick","2013-08-15 18:30:31","28","2","0","0","13"
"1","10","5","Sarahi  Valenzuela","2013-08-15 18:32:58","29","1","0","0","12"
"1","10","5","ashrafwani","2013-08-05 11:44:25","19","1","0","0","11"
"1","10","5","User6245313","2013-07-06 13:20:53","39","17","0","0","22"
"1","10","2","Carlyto Vega","2013-06-24 20:51:37","32","8","1","0","21"
"1","10","2","Savannah Hendrix","2013-06-24 20:48:32","47","9","0","0","22"
"1","10","5","User7165","2013-06-17 11:45:56","11","4","0","0","14"
"1","10","2","David Hitte","2013-06-14 15:05:17","38","7","0","0","19"
"1","10","1","Esteban Roncancio","2013-04-10 05:40:17","119","15","0","0","30"
"1","10","2","User20451","2013-04-04 09:01:04","7","8","0","0","15"
"1","10","2","User50794","2013-03-21 09:51:05","93","39","0","0","30"
"1","10","5","User952084","2013-06-01 23:11:49","29","1","1","0","13"
"1","10","2","User336158","2013-05-18 17:01:51","43","11","0","0","23"
"1","10","5","Adam West","2013-03-10 09:55:38","69","26","0","0","26"
"1","10","5","Ollie Bennett","2013-04-17 15:23:10","7","1","0","0","8"
"1","10","2","User579615","2012-11-14 15:33:15","87","16","3","0","30"
"1","10","2","Ceyhun Ciper","2012-12-04 23:10:21","23","6","1","0","18"
"1","10","2","Hassaun H.","2012-10-19 17:19:34","57","8","0","0","22"
"1","10","2","Jacksoon","2012-09-26 17:17:43","60","16","2","0","27"
"1","10","2","spotcoZZZ","2012-05-05 03:02:08","75","5","0","0","21"
"1","9","1","michael hilton5","2013-10-06 22:25:18","136","32","1","1","36"
"1","9","3","User869131","2013-08-13 23:58:06","69","5","0","0","20"
"1","9","1","gomizzou45","2013-09-20 17:30:37","90","10","0","0","28"
"1","9","3","Kristaps Zagers","2013-11-12 15:28:43","58","4","0","0","18"
"1","9","3","User746607","2013-11-01 22:20:38","50","4","0","0","18"
"1","9","3","User615523","2013-11-08 15:27:27","50","6","0","0","20"
"1","9","3","Jacob Boracca","2013-08-16 19:21:31","84","45","1","0","31"
"1","9","3","Vasya Bondarchuk","2013-10-19 22:10:27","43","3","0","0","16"
"1","9","3","User666774","2013-09-12 13:19:08","21","11","0","0","21"
"1","9","1","ClubStew","2011-08-03 22:03:03","151","73","1","0","41"
"1","9","1","sopranje","2011-08-06 10:14:22","243","123","4","0","58"
"1","9","1","Derek790","2013-08-13 03:21:08","47","28","0","0","24"
"1","9","3","Aby Jaeger","2013-08-15 18:27:35","54","9","1","0","24"
"1","9","3","Zariya Spangler","2013-08-16 00:21:50","37","3","0","0","15"
"1","9","3","user3143147","2013-06-02 11:32:46","182","30","5","0","44"
"1","9","3","Stephanie Lim","2013-07-31 23:25:58","64","5","1","0","21"
"1","9","3","User979197","2013-07-11 01:26:47","13","3","0","0","13"
"1","9","3","cmoney12051","2013-06-17 17:38:13","73","6","0","0","22"
"1","9","1","Mia Henry","2013-06-15 19:46:48","79","13","1","0","27"
"1","9","3","Mr_Renne_AHS","2012-12-01 20:09:44","77","12","1","0","27"
"1","9","3","Anthony Lovrick","2013-06-04 20:17:56","16","4","0","0","14"
"1","9","3","User66325","2013-06-04 20:18:28","11","3","0","0","13"
"1","9","3","speedytweedy","2013-05-29 11:14:36","18","1","0","0","11"
"1","9","3","Reinhard SchÃ¼ll","2013-05-21 17:00:08","61","8","0","0","23"
"1","9","3","User96086","2013-05-14 20:47:36","21","4","0","0","15"
"1","9","3","User33192","2013-04-23 13:30:45","46","1","0","0","14"
"1","9","3","ScriptCreator770","2012-10-21 11:31:48","23","15","0","0","21"
"1","8","2","cherryblossom","2013-06-06 20:28:11","40","6","0","0","19"
"1","8","2","User861815","2013-11-21 13:10:42","57","2","0","0","16"
"1","8","2","Flyingmonkey68","2013-11-07 16:35:27","40","6","0","0","19"
"1","8","2","j.mistry19","2013-10-09 12:18:02","58","4","0","0","18"
"1","8","2","User216277","2013-10-12 08:58:02","63","8","1","0","24"
"1","8","2","Ryan Gibb","2013-08-28 14:39:52","21","9","0","0","20"
"1","8","2","Anthony Gregory","2013-08-06 17:08:45","25","24","0","0","22"
"1","8","2","Daniel Campbell","2013-08-28 14:40:33","59","9","0","0","23"
"1","8","2","User858673","2013-09-27 12:39:29","63","4","0","0","19"
"1","8","2","Mad Jumbles","2013-09-27 12:36:15","59","6","1","0","21"
"1","8","1","Violator Kush Wright","2013-10-04 18:23:59","96","15","0","0","28"
"1","8","2","GeekyNicki","2012-03-30 22:20:58","73","51","3","1","34"
"1","8","1","washabletch","2013-11-07 07:48:09","90","6","0","0","24"
"1","8","1","Kevin Boxhoorn","2013-10-17 12:34:50","113","15","0","0","30"
"1","8","2","User90687","2013-11-08 12:34:11","24","2","0","0","13"
"1","8","2","Olivia Clay","2013-11-05 12:07:17","41","2","0","0","15"
"1","8","2","Bmaltos13","2013-09-04 22:03:30","76","19","1","0","27"
"1","8","2","Sam Davie Duan","2013-11-03 15:21:21","45","6","0","0","19"
"1","8","4","Greytiger","2013-07-15 05:17:06","40","8","0","0","21"
"1","8","2","Luca Spezzano","2013-10-19 10:40:40","79","14","1","0","27"
"1","8","2","User681755","2013-10-30 13:43:53","45","6","0","0","19"
"1","8","2","JessicaShanahan","2013-10-29 23:55:07","56","3","0","0","17"
"1","8","2","Ann Santich","2013-10-30 00:19:56","55","3","0","0","17"
"1","8","2","hbhyatt199","2013-10-30 00:18:46","51","2","0","0","16"
"1","8","2","User934853","2013-10-26 15:48:12","63","2","0","0","17"
"1","8","2","Sentin3l","2013-09-16 08:53:46","44","8","0","0","21"
"1","8","2","Samantha Cabunag","2013-10-19 19:09:52","63","5","0","0","20"
"1","8","4","User82133","2013-06-10 16:43:51","15","5","0","0","15"
"1","8","2","Mattias Johansson","2013-06-03 12:49:43","38","13","0","0","22"
"1","8","2","jonasforsling","2013-09-16 08:53:21","43","11","0","0","23"
"1","8","2","maaakusw","2013-09-12 13:19:12","38","8","0","0","20"
"1","8","2","Zalachenko","2013-06-03 12:49:43","36","9","0","0","21"
"1","8","2","Pontus Lechnio","2013-05-30 09:32:21","65","21","4","0","30"
"1","8","1","Jacob David C. Cunningham","2013-06-23 10:00:43","266","91","4","0","57"
"1","8","2","RaptorzGamez","2013-02-28 18:48:34","51","7","0","0","21"
"1","8","2","User482035","2013-09-08 14:18:17","76","13","0","0","26"
"1","8","2","salvogel","2013-08-24 11:12:42","70","31","1","0","29"
"1","8","4","Ryan Taplin","2013-09-12 13:49:21","6","3","0","0","9"
"1","8","4","User765030","2013-08-27 02:24:10","40","4","0","0","17"
"1","8","2","Liza Annabeth","2013-08-15 18:28:09","74","2","1","0","19"
"1","8","2","navierstokes","2013-06-27 20:26:51","3","17","0","0","13"
"1","8","2","atego 917","2013-08-07 10:47:53","5","3","0","0","8"
"1","8","2","Ochena Manush","2013-07-10 02:34:42","8","24","0","0","19"
"1","8","4","Priyanka Mehta","2013-07-31 23:22:08","72","3","1","0","20"
"1","8","2","KostonNetwork","2013-07-19 01:13:43","32","3","0","0","15"
"1","8","2","Shamari Perry","2013-06-24 20:54:06","40","9","0","0","22"
"1","8","4","User672580","2013-06-30 08:23:55","9","2","0","0","11"
"1","8","2","Richard Murray","2013-06-25 12:32:48","13","2","0","0","12"
"1","8","1","Domonic Wilks","2013-06-19 19:10:57","14","10","0","0","20"
"1","8","4","Matt Harkin","2013-06-20 09:09:52","17","1","0","0","11"
"1","8","2","Dynamic Mastermind","2013-06-04 20:19:33","12","5","1","0","16"
"1","8","2","User25636","2013-04-19 14:53:12","22","12","0","0","21"
"1","8","1","Pooja Tatti","2013-02-27 22:40:23","55","14","0","1","25"
"1","8","1","Alexander Court","2013-03-23 14:01:22","167","34","0","0","37"
"1","8","2","ItsMTN21","2013-05-23 14:15:01","41","2","0","0","15"
"1","8","2","adam mogs","2013-05-11 13:40:51","32","1","0","0","13"
"1","8","2","Kadrim1983","2012-01-01 19:27:15","113","77","9","0","45"
"1","8","2","Manuel Urbano","2012-04-16 07:53:42","187","64","18","1","53"
"1","8","2","princeton ball","2013-02-16 15:32:07","15","1","0","0","11"
"1","8","2","User25782","2012-11-06 00:30:33","46","7","0","0","20"
"1","8","2","User694788","2012-06-11 20:42:19","6","45","0","0","19"
"1","8","2","User31194","2012-05-12 05:29:13","2","1","2","0","5"
"1","8","2","User5818","2011-12-24 06:31:08","4","3","0","0","7"
"1","7","1","JewelNeve Bacani","2013-11-14 10:19:53","76","2","0","0","18"
"1","7","1","Philipp Weigel","2013-09-04 20:35:24","68","27","0","0","26"
"1","7","1","Dakota Parrish","2013-10-10 17:25:31","81","12","0","0","27"
"1","7","1","tomicCat","2013-09-18 00:11:33","270","62","2","1","54"
"1","7","1","SuperNerd","2013-08-02 17:40:26","77","50","0","0","30"
"1","7","1","Brennan Hammond","2013-09-04 22:10:25","74","23","2","0","29"
"1","7","1","Corey Chu","2013-10-22 03:28:29","71","20","0","0","27"
"1","7","1","Trae Exum","2013-10-10 17:22:02","67","11","0","0","25"
"1","7","1","TEAkolik","2013-08-30 20:09:21","43","9","1","0","23"
"1","7","1","User23071","2013-06-24 01:36:58","23","5","2","0","18"
"1","7","1","GenericUser","2013-03-15 03:30:57","116","32","3","0","35"
"1","7","1","Veeru Sharma","2012-10-25 07:47:33","39","8","0","0","20"
"1","7","1","katamari","2012-06-23 07:01:35","53","20","1","0","26"
"1","6","2","Saynab Omar","2013-11-20 20:45:56","42","3","0","0","16"
"1","6","3","Alexander Kittelberger","2013-09-12 23:28:46","45","4","0","0","17"
"1","6","2","Jackie Truong","2013-11-20 20:40:14","42","2","0","0","15"
"1","6","1","The Asian Jay-Z","2013-09-04 18:39:55","95","23","8","0","37"
"1","6","2","sammysumit","2013-11-21 10:09:00","40","1","1","0","15"
"1","6","2","Alexandru Serban","2013-10-17 14:41:56","54","5","0","0","19"
"1","6","2","User402441","2013-11-21 08:12:03","11","1","0","0","11"
"1","6","2","User014793","2013-09-24 17:01:14","52","5","0","0","19"
"1","6","2","NateKnight","2013-10-16 13:44:24","28","4","0","0","15"
"1","6","2","YELLOPHANT","2013-10-21 19:13:12","42","22","0","0","24"
"1","6","1","Asa Wooten","2013-10-04 18:19:30","71","11","0","0","26"
"1","6","1","Timothy Rebong","2013-10-04 18:19:30","70","12","0","0","26"
"1","6","1","Piotr ZasuÅ„","2013-11-20 15:08:06","65","1","0","0","16"
"1","6","2","Derin Arslan","2013-11-11 18:59:08","40","4","0","0","17"
"1","6","2","Edward Griffiths","2013-10-22 15:58:10","58","9","0","0","23"
"1","6","2","Danielle Grant","2013-11-12 15:39:06","52","2","0","0","16"
"1","6","2","Emma Morter","2013-11-12 15:21:31","44","2","0","0","15"
"1","6","2","Loki(^_^)doki","2013-11-18 03:37:47","10","3","0","0","13"
"1","6","2","Ruby Townsend7","2013-11-13 21:16:44","40","3","0","0","16"
"1","6","2","Barry Smith","2013-08-28 14:54:21","18","10","0","0","20"
"1","6","2","Zoey Fairns","2013-08-28 14:46:08","53","8","0","0","22"
"1","6","2","Sarah Mckee","2013-08-28 14:46:50","54","10","0","0","24"
"1","6","2","Illiam Lambden","2013-11-08 10:13:44","47","2","0","0","15"
"1","6","2","Anna Garcia","2013-11-11 15:49:54","42","3","0","0","16"
"1","6","2","Jesse Escobedo","2013-10-28 14:03:41","85","18","0","0","27"
"1","6","2","Rossy212","2013-11-10 21:00:31","14","2","0","0","12"
"1","6","2","User841694","2013-10-27 16:18:27","22","2","0","0","13"
"1","6","3","Okthxbye","2013-11-04 09:12:05","26","2","0","0","13"
"1","6","2","User016421","2013-11-09 17:42:31","52","2","0","0","16"
"1","6","2","Jason Clarke","2013-11-09 14:06:00","40","1","0","0","14"
"1","6","2","cool cian","2013-11-09 14:02:19","52","1","1","1","17"
"1","6","2","Arian Houshidari","2013-11-09 14:15:17","40","2","0","0","15"
"1","6","2","User060810","2013-11-08 09:24:39","40","2","0","0","15"
"1","6","2","Kannan Kumara","2011-10-29 12:30:49","198","236","61","3","78"
"1","6","2","Michael Marshall","2013-11-08 12:34:06","53","2","0","0","16"
"1","6","2","Abbie Melvin","2013-11-08 10:14:12","41","2","1","0","16"
"1","6","2","Foldster","2013-10-27 19:37:21","49","6","0","0","19"
"1","6","2","Michael Bennett Jerzak","2013-11-07 16:04:05","45","3","0","0","16"
"1","6","2","Ayesha Grant","2013-11-05 12:07:18","54","2","0","0","16"
"1","6","2","Andrew Finlayson9","2013-11-05 12:05:47","53","2","1","0","17"
"1","6","2","Cozette Mengerink","2013-10-24 14:12:25","13","7","0","0","17"
"1","6","2","User945025","2013-11-06 10:52:02","45","1","0","0","14"
"1","6","2","User4282","2013-10-29 20:31:53","50","3","0","0","17"
"1","6","2","Joey Collins","2013-10-29 19:34:32","41","3","0","0","16"
"1","6","3","Eran Gonen","2013-11-04 08:34:17","48","1","0","0","14"
"1","6","2","Hakim Defend","2013-10-14 23:09:20","13","4","0","0","14"
"1","6","2","Jacob Sinclair","2013-10-26 00:09:28","52","7","0","0","21"
"1","6","1","Bree Patton","2013-10-04 18:19:38","61","8","0","0","23"
"1","6","1","Malini Oropeza","2013-10-04 18:19:30","63","9","0","0","24"
"1","6","2","Kaleb Miller8","2013-10-29 13:31:53","13","3","1","0","14"
"1","6","2","Dillon Hamilton","2013-10-29 13:04:26","12","3","0","0","13"
"1","6","2","ImTheHat","2013-09-04 18:33:15","15","20","0","2","23"
"1","6","2","janniebun","2013-10-29 17:18:09","20","2","0","0","13"
"1","6","2","Andrea Horn","2013-10-30 00:19:59","54","2","0","0","16"
"1","6","2","Hailey Reed","2013-10-30 00:19:45","54","2","0","0","16"
"1","6","2","Annie Parham","2013-10-30 00:18:52","37","2","0","0","14"
"1","6","2","Kylee Marie Mockler-Martens","2013-10-30 00:21:00","39","2","0","0","14"
"1","6","2","Sarah Gilroy","2013-10-30 00:19:50","54","2","0","0","16"
"1","6","2","Emma Grace Brown","2013-10-30 00:19:32","55","2","0","0","16"
"1","6","2","Megan Mahoney","2013-10-30 00:20:08","54","4","0","0","18"
"1","6","2","Aileen Murphy","2013-10-30 00:18:55","42","2","0","0","15"
"1","6","2","User239105","2013-10-25 21:16:18","48","5","0","0","18"
"1","6","3","Wernfried Mattt","2013-10-28 17:35:43","42","1","0","0","14"
"1","6","2","Elvin Cheng","2012-10-28 08:11:24","61","6","0","0","21"
"1","6","3","Craig Tyrrell","2013-03-03 19:42:37","54","14","0","0","24"
"1","6","3","septhewolf1","2013-01-05 21:22:08","61","13","0","0","25"
"1","6","2","Samuel Thornton","2013-10-10 11:02:48","48","3","0","0","16"
"1","6","2","Pebble Star","2013-10-23 14:43:30","10","2","0","0","12"
"1","6","2","akpinark","2013-03-23 14:51:48","68","27","0","0","26"
"1","6","3","User17551","2013-10-19 02:54:52","7","7","0","0","14"
"1","6","2","Tejas D81","2013-10-19 19:10:06","48","3","0","0","16"
"1","6","3","User12205","2013-10-18 22:27:01","23","2","0","0","13"
"1","6","3","Maged_kassem88","2013-10-06 14:20:44","15","3","0","0","13"
"1","6","3","Monica Castaneda","2013-10-18 22:38:09","26","1","0","0","12"
"1","6","3","cupcake213","2013-10-18 22:27:55","26","1","0","0","12"
"1","6","3","Kate Bautista","2013-10-18 22:29:07","22","1","0","0","12"
"1","6","2","Simon HolmstrÃ¶m","2013-05-30 09:32:55","32","20","0","0","23"
"1","6","3","Joe Horton","2013-10-14 21:32:28","24","7","0","0","18"
"1","6","2","Wilson Sheker","2013-10-04 15:05:44","16","3","0","0","13"
"1","6","2","methgerda","2013-10-15 20:15:40","10","11","0","0","20"
"1","6","3","james mclellan","2013-08-30 14:29:23","33","18","0","0","22"
"1","6","2","Hanzala Genius 365","2013-10-03 06:47:29","54","1","0","0","15"
"1","6","1","tunalivejp","2011-08-25 15:09:12","179","62","4","0","45"
"1","6","3","User947533","2013-09-20 12:21:10","18","7","0","0","17"
"1","6","3","Maggy Burns","2013-09-12 13:48:20","37","10","0","0","22"
"1","6","2","kvqing113","2013-02-25 08:07:02","83","82","0","0","34"
"1","6","2","Savian SYW","2013-09-23 09:06:54","7","2","0","0","9"
"1","6","3","Natasha Wojtyna","2013-09-11 11:52:52","22","10","0","0","21"
"1","6","3","User934621","2013-09-13 14:25:54","9","1","0","0","10"
"1","6","3","Fernandopss","2013-08-31 03:57:28","11","6","0","0","16"
"1","6","2","User166186","2013-08-22 19:11:01","7","2","0","0","9"
"1","6","2","User916369","2013-09-02 05:48:53","26","6","0","0","17"
"1","6","2","JÃºnior Santos","2013-08-16 20:00:16","0","3","0","0","3"
"1","6","2","Ziad Modak","2013-08-29 18:21:57","5","2","0","0","7"
"1","6","2","Liz Riddle","2013-08-29 14:22:09","40","1","0","0","14"
"1","6","2","Chetan Bhadane","2012-03-28 06:26:35","40","29","0","0","24"
"1","6","2","Amy Barreto","2013-08-15 22:40:12","53","2","0","0","16"
"1","6","2","Hannah Schwartz","2013-08-15 18:27:28","48","2","0","0","15"
"1","6","3","Aleris Valeria Guereca","2013-08-15 20:11:19","32","2","0","0","14"
"1","6","2","User870470","2013-08-09 22:48:00","65","8","0","0","23"
"1","6","2","Nishant Mishra","2013-08-03 09:54:21","37","4","0","0","16"
"1","6","2","User160627","2013-08-13 21:26:05","2","2","0","0","4"
"1","6","2","User329877","2013-07-15 17:59:21","20","9","0","0","20"
"1","6","3","Elijah Harmon(old)","2013-07-31 23:16:12","83","4","0","0","21"
"1","6","2","Mahesh Khavadi","2013-08-01 07:23:48","0","1","1","0","2"
"1","6","3","valHALlApeno","2013-07-18 16:15:01","55","25","0","1","26"
"1","6","1","User72116","2012-12-06 19:04:59","3","9","2","0","14"
