is_interactive,	number_of_scripts,	number_of_completed_tutorials,	author_name,	join_date,	features,	activedays,	receivedpositivereviews,	subscribers,	score,	
1,	13,	1,	thegamer,	2013-02-22 18:01:08,	161,	61,	1,	0,	41,
1,	13,	1,	babulpradhan2,	2013-04-03 03:08:43,	137,	21,	2,	0,	35,
1,	13,	1,	MS Pil Egypt,	2013-05-20 11:53:22,	103,	56,	1,	0,	34,
1,	13,	1,	YossiStarz,	2011-12-03 09:42:48,	240,	127,	7,	2,	63,
1,	13,	1,	Danny Liu,	2013-05-24 03:13:12,	103,	39,	0,	0,	31,
1,	13,	1,	Shayan.To,	2012-06-01 15:17:07,	237,	84,	0,	0,	49,
1,	13,	1,	Radhika Tayal,	2012-11-19 07:57:56,	32,	10,	0,	0,	22,
1,	13,	1,	kye joy18,	2013-06-24 20:47:22,	69,	17,	0,	0,	25,
1,	12,	1,	User75685,	2013-11-27 16:00:29,	119,	27,	0,	0,	31,
1,	12,	2,	Jesse Wiles,	2013-12-31 15:32:02,	76,	4,	0,	0,	20,
1,	12,	1,	Xicheng Zhou,	2013-12-24 04:36:34,	73,	3,	0,	0,	19,
1,	12,	2,	marek.ondik,	2013-12-10 23:00:42,	66,	12,	0,	0,	25,
1,	12,	2,	Rui Monteiro,	2013-12-27 21:51:05,	73,	3,	0,	0,	19,
1,	12,	2,	User153569,	2013-09-26 20:58:28,	63,	10,	0,	0,	25,
1,	12,	2,	Rattan Bhorjee,	2013-09-27 12:41:20,	70,	10,	2,	0,	28,
1,	12,	3,	User308517,	2013-12-12 20:54:47,	72,	5,	1,	0,	22,
1,	12,	1,	Caitlin Homfray,	2013-09-11 12:21:36,	95,	19,	6,	4,	38,
1,	12,	1,	Stefan Falk,	2011-08-03 20:40:31,	232,	569,	175,	7,	130,
1,	12,	2,	Marko Perunovic,	2013-12-12 18:00:43,	68,	3,	0,	0,	18,
1,	12,	2,	dkjrico 0,	2013-12-11 05:00:18,	70,	6,	0,	0,	22,
1,	12,	2,	Charlie Hinds,	2013-12-06 10:35:16,	68,	2,	0,	0,	17,
1,	12,	2,	Charlotte Nicholls,	2013-12-11 15:11:07,	70,	2,	0,	0,	18,
1,	12,	3,	Mohit Chaudhary,	2013-07-23 09:45:06,	94,	15,	0,	0,	28,
1,	12,	2,	Dominic Moua,	2013-12-10 23:51:26,	57,	2,	0,	0,	16,
1,	12,	2,	Jason Lowe,	2013-10-22 01:12:18,	71,	30,	0,	1,	29,
1,	12,	2,	Goran Debeljak,	2013-11-12 13:19:50,	86,	26,	0,	0,	28,
1,	12,	1,	User209085,	2013-11-26 22:20:32,	85,	6,	0,	0,	23,
1,	12,	2,	xenon zhang,	2013-07-21 14:58:17,	67,	29,	3,	1,	30,
1,	12,	1,	RJ Rodriquez,	2013-10-10 17:23:09,	98,	17,	0,	0,	28,
1,	12,	2,	Kaitlyn Agnew,	2013-11-19 15:05:55,	56,	2,	0,	0,	16,
1,	12,	3,	Peter Heldens,	2011-11-17 22:03:49,	414,	413,	435,	84,	169,
1,	12,	1,	develop1102,	2013-10-17 10:55:07,	134,	12,	3,	0,	35,
1,	12,	1,	User692274,	2013-04-18 19:28:36,	73,	7,	0,	0,	23,
1,	12,	1,	Adrian_Nita,	2012-10-24 21:30:27,	100,	70,	7,	0,	42,
1,	12,	2,	Paulo Ferreira,	2012-10-25 22:17:54,	108,	22,	3,	0,	33,
1,	12,	1,	marvin_littlewood,	2011-12-16 23:59:09,	106,	84,	7,	0,	43,
1,	12,	1,	IAmYanaVelasco08,	2012-04-03 17:19:40,	98,	33,	1,	1,	32,
1,	12,	1,	Christian Davidson,	2013-06-15 19:51:12,	10,	6,	0,	0,	16,
1,	12,	1,	Emily Vogel,	2013-06-15 19:46:50,	16,	3,	0,	0,	13,
1,	11,	1,	Rich Ledbetter,	2013-05-22 06:16:03,	118,	109,	2,	0,	41,
1,	11,	1,	Jing Rechard,	2013-09-21 15:52:06,	97,	17,	0,	0,	28,
1,	11,	1,	Jennifer  Valdez Gonzalez,	2013-09-17 17:39:24,	90,	33,	0,	0,	30,
1,	11,	1,	TreSean Levias,	2013-11-04 17:42:00,	89,	34,	1,	0,	30,
1,	11,	1,	RgPiccioni,	2013-07-18 20:37:13,	116,	33,	0,	0,	32,
1,	11,	1,	gamerpro,	2013-06-11 22:31:37,	95,	16,	0,	0,	28,
1,	11,	1,	Nemesis.Cy,	2013-12-24 11:48:53,	83,	5,	0,	0,	22,
1,	11,	1,	User048116,	2013-01-07 17:30:26,	121,	117,	2,	0,	43,
1,	11,	1,	quintenvh,	2013-12-23 10:05:51,	82,	2,	0,	0,	19,
1,	11,	1,	Marimcciv ,	2013-12-13 15:51:21,	81,	4,	0,	0,	21,
1,	11,	1,	Kenneth Ynoa,	2013-11-15 23:13:41,	82,	12,	0,	0,	27,
1,	11,	1,	motherofmany_parra_d,	2013-06-22 01:23:43,	106,	22,	0,	0,	30,
1,	11,	1,	NW Sticks,	2012-11-22 05:13:08,	114,	130,	4,	0,	46,
1,	11,	1,	franorris,	2013-02-25 19:53:16,	123,	20,	1,	0,	33,
1,	11,	1,	CodeWallyz,	2013-03-01 15:26:16,	90,	14,	1,	0,	29,
1,	11,	1,	Timbernguyen,	2012-09-18 17:24:38,	124,	45,	2,	0,	36,
1,	11,	1,	anaintuneric,	2012-10-25 12:44:47,	124,	52,	6,	0,	41,
1,	11,	1,	justin jones,	2012-09-26 17:09:22,	80,	29,	2,	0,	30,
1,	11,	1,	User32232,	2012-09-26 17:16:52,	136,	31,	2,	0,	36,
1,	11,	1,	User32852,	2012-10-18 17:41:00,	114,	32,	1,	0,	33,
1,	11,	1,	nwsari14,	2012-10-03 17:27:24,	158,	42,	3,	0,	40,
1,	11,	1,	MADScientist,	2012-10-23 19:05:28,	78,	14,	0,	1,	27,
1,	11,	1,	Hans Würstchen,	2011-11-04 13:14:48,	252,	107,	54,	5,	72,
1,	11,	1,	Alexis Yamaguchi,	2012-04-03 17:09:36,	54,	12,	4,	1,	29,
1,	11,	1,	User957969,	2012-04-03 17:10:18,	47,	22,	3,	1,	28,
1,	11,	1,	cakemix6009,	2013-06-04 05:38:37,	70,	17,	0,	0,	26,
1,	11,	1,	William Morrow,	2013-06-15 19:48:36,	15,	9,	0,	0,	19,
1,	10,	2,	Eva Glasscock,	2013-12-20 19:25:51,	56,	3,	0,	0,	17,
1,	10,	1,	Joshua Bliss,	2014-01-01 06:00:02,	82,	8,	0,	0,	25,
1,	10,	2,	edisonlee55,	2014-01-03 05:10:07,	77,	2,	0,	0,	18,
1,	10,	2,	Joshua Sung,	2013-12-12 23:15:38,	61,	14,	0,	0,	25,
1,	10,	1,	GeorgeKP,	2013-02-26 06:26:46,	332,	54,	23,	2,	69,
1,	10,	2,	Harri Liimann,	2013-12-25 10:22:50,	58,	5,	0,	0,	19,
1,	10,	1,	beliar85,	2011-08-03 18:55:19,	85,	13,	0,	0,	27,
1,	10,	2,	User821261,	2013-12-15 06:33:24,	57,	4,	0,	0,	18,
1,	10,	1,	User581967,	2012-12-02 02:52:49,	138,	80,	5,	0,	44,
1,	10,	1,	Sebastian Williams,	2013-12-12 20:55:47,	91,	7,	0,	0,	25,
1,	10,	2,	Jan Zakrzewski,	2013-12-18 17:00:13,	57,	5,	0,	0,	19,
1,	10,	1,	Philipp Weigel,	2013-09-04 20:35:24,	102,	38,	0,	0,	31,
1,	10,	1,	WUBWUUUBWUBWUB,	2013-12-10 15:58:34,	66,	9,	0,	0,	24,
1,	10,	1,	Sadiebelle Mcart,	2013-12-14 01:55:09,	73,	4,	1,	0,	21,
1,	10,	2,	Archer Oothoudt,	2013-12-13 16:14:27,	72,	7,	0,	0,	23,
1,	10,	2,	Stefanos V,	2013-09-24 10:04:20,	193,	50,	0,	0,	42,
1,	10,	2,	KatiaE_KatiaE,	2013-12-12 08:34:21,	86,	6,	0,	0,	23,
1,	10,	2,	S tako998,	2013-12-14 17:30:19,	87,	8,	0,	0,	25,
1,	10,	2,	W.Ralston,	2013-10-19 19:14:23,	90,	25,	0,	0,	29,
1,	10,	2,	User108752,	2013-12-14 17:27:44,	87,	2,	0,	0,	19,
1,	10,	2,	Poodle_Dude_Fart_Baby,	2013-12-13 20:31:21,	70,	3,	1,	0,	20,
1,	10,	2,	Jason Man,	2013-12-10 19:06:43,	73,	3,	0,	0,	19,
1,	10,	2,	Frank CJ Springer,	2013-12-12 23:59:16,	57,	2,	0,	0,	16,
1,	10,	1,	Sam Weaver,	2013-09-27 12:37:14,	84,	8,	0,	0,	25,
1,	10,	2,	Rokas Dzenkauskas,	2013-12-12 13:20:29,	73,	1,	1,	0,	18,
1,	10,	1,	parys bell,	2013-12-11 15:13:41,	83,	2,	0,	0,	19,
1,	10,	1,	Mia Henry,	2013-06-15 19:46:48,	93,	16,	1,	0,	29,
1,	10,	2,	Sultan Cinar,	2013-12-10 20:30:15,	56,	3,	0,	0,	17,
1,	10,	1,	Zxcvb1737,	2013-12-08 06:57:10,	83,	4,	0,	0,	21,
1,	10,	2,	Readom Yang,	2013-12-08 09:32:02,	57,	2,	0,	0,	16,
1,	10,	1,	User91940,	2013-11-29 11:03:29,	85,	6,	0,	0,	23,
1,	10,	2,	User230592,	2013-11-18 22:46:32,	75,	12,	0,	0,	26,
1,	10,	1,	Deja Aaliyah,	2012-04-03 17:07:36,	56,	38,	3,	1,	30,
1,	10,	2,	User174170,	2013-11-13 21:56:17,	79,	6,	0,	0,	22,
1,	10,	1,	Harry Holmes,	2013-10-15 15:51:37,	88,	6,	1,	0,	24,
1,	10,	2,	Rebecca Collingwood,	2013-10-10 11:03:11,	39,	6,	0,	0,	18,
1,	10,	1,	Esteban Roncancio,	2013-04-10 05:40:17,	119,	15,	0,	0,	30,
1,	10,	1,	CodeSquire,	2013-04-25 19:12:11,	126,	29,	2,	1,	35,
1,	10,	1,	Jagan_Ninja,	2013-02-02 01:54:40,	95,	31,	2,	0,	32,
1,	10,	2,	User917198,	2013-04-06 20:34:16,	60,	9,	0,	0,	24,
1,	10,	2,	Erik Strottmann,	2013-02-23 06:43:02,	35,	7,	0,	0,	19,
1,	10,	1,	Geeks4Games,	2012-02-22 07:47:29,	90,	52,	0,	0,	32,
1,	10,	1,	Ostyuchenko,	2012-05-09 20:47:05,	22,	42,	0,	0,	24,
1,	10,	2,	Mysocialwindows,	2012-07-28 23:37:18,	3,	3,	0,	0,	6,
1,	10,	1,	AngelaRenee,	2012-07-06 18:01:06,	134,	27,	8,	1,	42,
1,	10,	1,	Devon135846,	2013-06-01 18:20:38,	74,	36,	1,	0,	29,
1,	10,	1,	Clarissa Ryan,	2013-06-08 03:19:59,	111,	17,	0,	0,	30,
1,	10,	1,	ArnoldTrinidad,	2013-06-15 23:09:33,	63,	8,	0,	0,	23,
1,	9,	1,	ahmedfetoh,	2013-10-18 03:41:09,	181,	45,	0,	0,	40,
1,	9,	3,	ozgurkinaci,	2013-04-03 18:55:23,	126,	9,	0,	0,	30,
1,	9,	1,	Ben Nursey,	2013-12-21 20:40:52,	63,	6,	0,	0,	21,
1,	9,	1,	KevinY69,	2013-12-18 20:58:39,	81,	5,	0,	0,	22,
1,	9,	1,	Annie Yang,	2013-12-12 22:39:11,	83,	12,	0,	0,	27,
1,	9,	1,	Sean h466,	2013-12-16 22:30:06,	70,	7,	0,	0,	23,
1,	9,	1,	Shu Wae Moores,	2013-12-03 12:32:19,	84,	5,	2,	0,	24,
1,	9,	1,	FrenziedTinCan,	2013-12-12 19:04:17,	82,	3,	1,	0,	21,
1,	9,	1,	Rhieanan_xxx,	2013-11-20 15:18:54,	71,	6,	0,	0,	22,
1,	9,	1,	Malini Oropeza,	2013-10-04 18:19:30,	98,	15,	0,	0,	28,
1,	9,	1,	Kitty Hampson,	2013-11-25 09:38:37,	76,	1,	0,	0,	17,
1,	9,	1,	Dave Thompson,	2011-08-05 02:14:13,	257,	194,	39,	1,	75,
1,	9,	1,	User33325,	2013-11-18 13:00:23,	83,	2,	0,	0,	19,
1,	9,	1,	Sergio Henrique,	2013-10-11 18:22:33,	58,	23,	0,	0,	25,
1,	9,	1,	Imani Jones,	2013-09-25 17:56:25,	67,	18,	0,	0,	25,
1,	9,	1,	Glen in Calgary,	2012-02-24 03:47:12,	200,	96,	3,	1,	51,
1,	9,	1,	Derek790,	2013-08-13 03:21:08,	47,	28,	0,	0,	24,
1,	9,	1,	SpiegelEye,	2013-08-05 13:36:45,	108,	36,	66,	3,	49,
1,	9,	1,	User02590,	2013-05-19 12:06:49,	135,	5,	0,	0,	27,
1,	9,	1,	User067342,	2013-02-08 17:29:16,	70,	30,	0,	0,	28,
1,	9,	1,	Macen Cancino,	2013-03-23 14:39:52,	66,	33,	2,	0,	29,
1,	9,	1,	User836968,	2012-07-29 01:53:24,	5,	2,	1,	0,	8,
1,	9,	1,	Spike ENSA,	2011-12-11 20:29:53,	137,	134,	19,	1,	55,
1,	9,	1,	Grant Bronsdon,	2011-07-23 01:49:51,	182,	32,	35,	4,	55,
1,	9,	1,	FireWaluigi756,	2013-06-04 12:10:07,	101,	43,	33,	3,	47,
1,	9,	1,	Towmonster,	2013-05-27 03:04:49,	112,	67,	0,	0,	35,
1,	9,	1,	User281737,	2013-06-15 19:47:24,	4,	9,	0,	0,	13,
1,	8,	1,	Martin Neidig,	2014-01-06 15:54:19,	82,	3,	0,	0,	20,
1,	8,	2,	User885265,	2013-08-24 16:26:30,	36,	11,	0,	0,	22,
1,	8,	1,	Michael Gerhard,	2014-01-03 05:18:40,	81,	4,	0,	0,	21,
1,	8,	2,	User56512,	2013-04-27 22:28:34,	58,	14,	0,	0,	24,
1,	8,	1,	User330437,	2013-07-21 17:31:58,	78,	5,	0,	0,	21,
1,	8,	1,	Arthurotop,	2013-12-11 20:44:56,	62,	10,	0,	0,	25,
1,	8,	1,	tomicCat,	2013-09-18 00:11:33,	282,	97,	5,	1,	61,
1,	8,	1,	Cecily Heiner,	2013-03-07 22:12:49,	67,	16,	0,	0,	25,
1,	8,	2,	Cody Smead,	2013-12-16 02:55:40,	22,	6,	0,	0,	17,
1,	8,	1,	User50433,	2012-09-10 00:31:09,	161,	121,	2,	0,	48,
1,	8,	1,	User09910,	2013-12-26 20:22:00,	70,	2,	0,	0,	18,
1,	8,	2,	anhduong28,	2013-12-25 03:05:27,	56,	1,	0,	0,	15,
1,	8,	1,	User75955,	2013-12-14 17:28:59,	82,	8,	0,	0,	25,
1,	8,	2,	BRAHIMA ANN,	2013-12-12 21:09:55,	69,	3,	0,	0,	18,
1,	8,	1,	ethan peasgood,	2013-12-03 10:20:00,	70,	5,	0,	0,	21,
1,	8,	2,	foxrokwa,	2012-01-21 12:48:51,	72,	5,	0,	0,	21,
1,	8,	1,	Rion_Shooter,	2013-09-11 12:16:13,	82,	18,	1,	11,	38,
1,	8,	2,	MacGyver Software,	2013-12-09 22:22:58,	76,	9,	0,	0,	25,
1,	8,	1,	Tim Schulmeister,	2013-12-16 16:10:39,	81,	7,	0,	0,	24,
1,	8,	2,	Noah Naylor,	2013-12-12 20:10:23,	71,	6,	0,	0,	22,
1,	8,	2,	Bob Valdez,	2013-12-14 17:28:44,	85,	2,	0,	0,	19,
1,	8,	2,	Peter Fatzaun,	2013-12-14 17:28:31,	74,	1,	0,	0,	17,
1,	8,	2,	User789resU,	2013-12-14 18:24:12,	87,	4,	0,	0,	21,
1,	8,	1,	Vasu Singh,	2013-05-02 15:17:16,	153,	61,	7,	0,	46,
1,	8,	1,	User978288,	2013-12-14 19:15:32,	72,	1,	0,	0,	17,
1,	8,	2,	Solid Snake,	2013-12-14 00:22:23,	37,	17,	0,	0,	22,
1,	8,	1,	Mad Jumbles,	2013-09-27 12:36:15,	74,	9,	1,	0,	26,
1,	8,	2,	Jasmine James,	2013-12-12 11:24:44,	56,	2,	0,	0,	16,
1,	8,	2,	joel sam ya,	2013-12-11 15:19:16,	54,	3,	0,	2,	19,
1,	8,	2,	jeff the killer,	2013-12-11 15:18:20,	67,	2,	0,	1,	18,
1,	8,	2,	Darwin Cervantes,	2013-12-12 01:44:19,	70,	2,	0,	0,	18,
1,	8,	1,	plasma1113,	2013-12-10 03:22:55,	66,	7,	0,	0,	22,
1,	8,	1,	Riccardo Kofler,	2013-12-07 02:49:20,	61,	5,	0,	0,	20,
1,	8,	1,	Brayden Alexander Rowland,	2013-12-09 23:13:28,	78,	2,	0,	0,	18,
1,	8,	2,	UserC W97,	2013-11-13 19:06:11,	69,	11,	0,	0,	25,
1,	8,	2,	neliosilva96,	2013-12-09 13:02:47,	59,	5,	0,	0,	19,
1,	8,	2,	Mohammed Saad,	2013-12-07 05:45:45,	56,	3,	0,	0,	17,
1,	8,	1,	Bree Patton,	2013-10-04 18:19:38,	86,	14,	0,	0,	27,
1,	8,	1,	Nick S_Tyee,	2013-09-04 21:59:43,	129,	47,	15,	1,	45,
1,	8,	1,	akrupp19,	2013-10-28 14:02:58,	125,	32,	0,	0,	33,
1,	8,	1,	Ally Waight,	2013-09-11 12:17:46,	74,	16,	4,	4,	34,
1,	8,	2,	Max Peanator,	2013-10-15 15:55:35,	76,	14,	0,	0,	26,
1,	8,	1,	User564291,	2012-04-06 10:08:03,	55,	22,	0,	0,	25,
1,	8,	1,	Anis Hassan,	2013-09-10 17:18:14,	57,	41,	0,	0,	27,
1,	8,	2,	Dajasha Lopez,	2013-11-05 16:55:54,	59,	12,	0,	0,	24,
1,	8,	2,	La'Rissa Lenoir,	2013-11-12 16:47:54,	54,	9,	0,	0,	23,
1,	8,	2,	Bob Brain,	2013-10-15 15:51:15,	86,	6,	1,	0,	24,
1,	8,	2,	Facior Pensword,	2013-11-16 06:20:48,	21,	3,	0,	0,	14,
1,	8,	1,	User203620,	2013-10-11 17:16:51,	64,	37,	1,	0,	28,
1,	8,	1,	fintabasa,	2013-09-17 17:48:06,	66,	23,	0,	0,	26,
1,	8,	2,	LunarToje,	2013-11-10 05:23:41,	54,	3,	0,	0,	17,
1,	8,	1,	washabletch,	2013-11-07 07:48:09,	90,	8,	0,	0,	26,
1,	8,	2,	Bmaltos13,	2013-09-04 22:03:30,	76,	28,	1,	0,	28,
1,	8,	1,	User000449,	2013-09-06 12:12:09,	83,	21,	0,	0,	28,
1,	8,	2,	Ryan Salter,	2013-09-30 08:10:50,	56,	7,	1,	0,	22,
1,	8,	2,	User308453,	2013-06-25 16:33:57,	150,	49,	0,	0,	37,
1,	8,	1,	Dark Batz,	2013-02-12 18:12:58,	47,	25,	0,	0,	24,
1,	8,	1,	Ghadirk Ghadir,	2013-09-06 12:09:51,	30,	3,	0,	0,	15,
1,	8,	2,	User166881,	2012-01-29 17:57:43,	48,	160,	1,	0,	39,
1,	8,	1,	VisionDual,	2012-10-15 10:50:38,	190,	110,	8,	1,	57,
1,	8,	1,	dat luong8,	2013-03-22 16:22:49,	101,	32,	0,	0,	31,
1,	8,	1,	athreya86,	2011-11-16 21:25:59,	55,	92,	0,	0,	32,
1,	8,	1,	User27788,	2012-12-26 07:42:16,	16,	6,	0,	0,	16,
1,	8,	1,	Eskimoon,	2013-03-15 06:05:52,	61,	24,	2,	0,	28,
1,	8,	1,	Chorochev,	2013-01-11 07:14:04,	136,	103,	16,	1,	52,
1,	8,	1,	Southgaard,	2012-10-19 06:03:28,	121,	15,	0,	0,	31,
1,	8,	1,	cashforgold,	2012-10-17 23:49:01,	185,	12,	1,	0,	38,
1,	8,	1,	Irish Scott,	2012-12-09 02:17:47,	50,	6,	2,	0,	22,
1,	8,	1,	Branimir,	2012-10-30 12:08:34,	53,	35,	2,	0,	28,
1,	8,	1,	EspressoFiend,	2012-07-21 01:19:49,	191,	34,	3,	0,	43,
1,	8,	1,	Russell Beattie,	2011-08-04 05:15:12,	281,	116,	421,	14,	118,
1,	8,	1,	BobixWinix,	2012-09-13 07:24:11,	230,	37,	0,	0,	44,
1,	8,	2,	Deesee64,	2013-11-18 20:52:15,	90,	6,	0,	0,	24,
1,	8,	1,	Rex Christensen,	2013-06-15 20:00:46,	4,	5,	0,	1,	10,
1,	8,	1,	IncubatrixCLH,	2013-06-15 19:40:50,	4,	7,	0,	0,	11,
1,	8,	1,	Domonic Wilks,	2013-06-19 19:10:57,	14,	10,	0,	0,	20,
1,	8,	2,	User039975,	2013-06-16 20:06:42,	2,	2,	0,	0,	4,
1,	8,	1,	DigiGirlz Account #2,	2013-05-28 02:59:24,	11,	5,	0,	0,	15,
1,	8,	1,	DigiGirlz Group 4,	2013-06-11 01:37:14,	5,	2,	0,	0,	7,
1,	7,	1,	Văn Bùi16,	2014-01-04 04:47:51,	81,	4,	0,	0,	21,
1,	7,	1,	Sam Howells,	2013-12-04 14:48:32,	70,	4,	0,	0,	20,
1,	7,	1,	No1ChelseaFan,	2014-01-02 19:51:26,	61,	3,	0,	0,	18,
1,	7,	1,	Missn3rd,	2014-01-05 20:20:23,	78,	3,	0,	0,	19,
1,	7,	1,	Sam Jones,	2013-12-03 15:49:49,	84,	5,	0,	0,	22,
1,	7,	1,	Ross McKenzie,	2013-12-03 15:50:01,	71,	10,	0,	0,	26,
1,	7,	1,	Aaron Wright,	2013-12-13 21:18:59,	67,	3,	0,	0,	18,
1,	7,	1,	John Kim9,	2013-12-20 10:14:09,	85,	4,	0,	0,	21,
1,	7,	1,	tovganesh,	2011-12-17 14:23:48,	194,	144,	21,	5,	67,
1,	7,	1,	User610064,	2012-12-07 05:47:11,	173,	81,	0,	0,	43,
1,	7,	1,	Jimmi Clairmont,	2013-12-29 21:27:22,	81,	5,	0,	0,	22,
1,	7,	1,	User461665,	2013-11-16 16:14:34,	58,	7,	0,	0,	21,
1,	7,	1,	User93961,	2013-12-28 17:58:55,	78,	2,	0,	0,	18,
1,	7,	1,	FokuSmok,	2013-12-04 15:02:32,	79,	4,	0,	0,	20,
1,	7,	1,	zazu1604,	2013-12-25 07:37:45,	48,	3,	0,	0,	16,
1,	7,	1,	CoatsyJnr,	2012-07-22 08:45:03,	65,	21,	0,	2,	28,
1,	7,	1,	User97943,	2013-12-15 07:51:40,	70,	13,	0,	0,	26,
1,	7,	1,	User59978,	2013-12-05 15:18:28,	84,	8,	0,	0,	25,
1,	7,	1,	Nadiyah Shaikh,	2013-12-17 22:23:24,	82,	4,	0,	0,	21,
1,	7,	1,	epic top secrets,	2013-12-17 02:20:16,	82,	2,	0,	0,	19,
1,	7,	1,	Lakhdeep P,	2013-09-11 12:16:06,	69,	17,	0,	4,	29,
1,	7,	1,	User634991,	2013-12-09 15:45:34,	77,	2,	0,	0,	18,
1,	7,	1,	michaelharris82,	2013-12-09 15:45:10,	57,	2,	1,	0,	17,
1,	7,	1,	Elizabeth Kinzie,	2013-12-14 15:59:11,	81,	2,	0,	0,	19,
1,	7,	1,	User6363580,	2013-12-13 23:32:19,	77,	4,	0,	0,	20,
1,	7,	1,	Xthis290,	2013-12-13 00:19:03,	71,	4,	0,	0,	20,
1,	7,	1,	User382496,	2013-12-13 01:29:08,	78,	5,	0,	0,	21,
1,	7,	1,	trini locke,	2013-12-10 19:09:35,	82,	3,	0,	0,	20,
1,	7,	1,	User695033,	2013-12-10 04:07:33,	58,	2,	0,	0,	16,
1,	7,	1,	Kris Corpos,	2013-12-11 20:18:37,	59,	4,	0,	0,	18,
1,	7,	1,	Steven Gehegan,	2013-10-04 18:19:53,	71,	19,	0,	0,	26,
1,	7,	1,	mossip123 .,	2013-11-20 15:07:27,	73,	4,	0,	0,	20,
1,	7,	1,	Przemyslaw Dorzak,	2013-12-02 16:33:25,	72,	10,	0,	0,	26,
1,	7,	1,	Matt Clark,	2013-10-01 17:01:16,	95,	23,	0,	0,	29,
1,	7,	1,	Greatkai,	2013-12-07 15:57:16,	80,	9,	0,	0,	26,
1,	7,	1,	User40232,	2013-03-19 22:28:04,	81,	16,	0,	0,	27,
1,	7,	1,	robert szott,	2013-12-06 17:58:12,	75,	3,	0,	0,	19,
1,	7,	1,	Thomas Palmer-Welch,	2013-12-03 12:34:24,	74,	13,	1,	0,	27,
1,	7,	1,	The Asian Jay-Z,	2013-09-04 18:39:55,	117,	33,	9,	0,	41,
1,	7,	1,	Jacob David C. Cunningham,	2013-06-23 10:00:43,	266,	136,	8,	0,	65,
1,	7,	1,	All_Colombian11,	2013-09-04 18:39:27,	71,	20,	2,	0,	29,
1,	7,	1,	Dakota Parrish,	2013-10-10 17:25:31,	81,	17,	0,	0,	27,
1,	7,	1,	physics cat,	2013-08-11 01:36:42,	183,	88,	7,	0,	51,
1,	7,	1,	Trae Exum,	2013-10-10 17:22:02,	67,	11,	0,	0,	25,
1,	7,	1,	boeing&john,	2013-09-08 02:08:03,	76,	14,	1,	0,	27,
1,	7,	1,	Robert Winders,	2013-05-24 03:38:55,	32,	10,	0,	0,	22,
1,	7,	1,	zippfel66,	2013-05-23 19:01:10,	24,	5,	0,	0,	16,
1,	7,	1,	Clement Lu,	2013-01-19 16:00:54,	81,	13,	2,	0,	29,
1,	7,	1,	User51663,	2013-02-27 17:18:59,	229,	119,	1,	0,	52,
1,	7,	1,	liuxiaobin,	2013-04-13 15:55:33,	97,	10,	0,	0,	28,
1,	7,	1,	LastHonestOrb,	2012-12-05 00:19:44,	11,	9,	2,	0,	21,
1,	7,	1,	FaizsJemals,	2013-03-07 20:11:24,	1,	4,	0,	0,	5,
1,	7,	1,	DaveHelps,	2011-11-19 03:59:43,	112,	83,	1,	1,	39,
1,	7,	1,	BALANCEio_JS,	2012-12-14 01:29:05,	70,	20,	0,	0,	27,
1,	7,	1,	Samit Anwer,	2012-11-13 06:46:02,	67,	11,	0,	0,	25,
1,	7,	1,	User68529,	2012-09-03 20:20:27,	6,	5,	1,	0,	12,
1,	7,	1,	Red Jets Pro,	2012-07-30 20:34:47,	192,	61,	4,	0,	47,
1,	7,	1,	AlixAndra forEver 10,	2012-05-07 04:25:58,	82,	5,	0,	0,	22,
1,	7,	1,	User81453,	2013-06-19 16:34:23,	169,	8,	0,	0,	33,
1,	7,	1,	Michael Dalton,	2013-06-08 00:12:16,	71,	14,	0,	0,	26,
1,	7,	1,	motherofmany_kevin,	2013-06-22 19:46:44,	35,	12,	0,	0,	22,
1,	7,	1,	Camille Got Game,	2013-06-26 01:42:05,	2,	4,	0,	0,	6,
1,	7,	1,	User54518,	2013-06-11 01:47:54,	6,	3,	0,	0,	9,
1,	7,	1,	User49161,	2013-06-11 01:43:27,	10,	4,	0,	0,	14,
1,	6,	1,	Username2187,	2014-01-08 14:55:22,	71,	2,	0,	0,	18,
1,	6,	1,	Cristian Torres0,	2013-12-20 14:24:23,	71,	7,	1,	0,	24,
1,	6,	1,	j.mistry19,	2013-10-09 12:18:02,	104,	14,	0,	0,	29,
1,	6,	1,	Chazzor73,	2013-11-13 10:16:05,	74,	9,	0,	0,	25,
1,	6,	1,	Vladster1256,	2013-09-25 02:19:47,	70,	5,	0,	0,	21,
1,	6,	1,	Jack Gurney,	2013-12-03 15:59:22,	81,	5,	0,	0,	22,
1,	6,	1,	Jim Henson,	2013-12-17 10:49:12,	24,	4,	0,	0,	15,
1,	6,	1,	Luna Moon,	2013-12-13 18:11:45,	84,	4,	0,	0,	21,
1,	6,	1,	Ahmed Shad,	2013-11-28 15:14:19,	93,	25,	0,	0,	29,
1,	6,	2,	lemungan,	2011-08-17 01:15:08,	67,	8,	0,	0,	23,
1,	6,	1,	Lucas de Graaf,	2014-01-04 19:09:35,	71,	2,	0,	0,	18,
1,	6,	1,	Marilee Sappingfield,	2014-01-04 22:39:02,	77,	2,	0,	0,	18,
1,	6,	1,	Alexis Hill White,	2014-01-03 00:48:53,	76,	4,	0,	0,	20,
1,	6,	1,	Shirley Leung,	2013-12-30 22:38:35,	81,	2,	0,	0,	19,
1,	6,	1,	Nightingale,	2013-12-10 19:05:04,	76,	4,	0,	0,	20,
